0.2689962 0.79992099 0.68736145 0.83736638 -0.11208997 0.62179219 -0.45273163 0.52829701 0.64105103 -0.10252706 0.11240151 -0.017235813 0.053174712 0.06519932 0.50807539 0.47679162 0.67778402 -0.29196798 0.5282867 0.46613861 0.13399721 0.10560382 0.83529687 0.89438615 0.784358 -0.002178886 0.1579166 0.27576842 0.51731571 0.49655371 0.25233622 0.46242738 0.15752095 -0.27664935 0.056309618 -0.047284466 -0.050394639 0.1931298 0.3197262
0.31001933 0.1178553 -0.23825197 0.16949954 0.57742744 0.057313394 0.20615765 0.53500826 0.67990789 0.26158807 0.47083517 0.25469845 0.34380413 0.19206459 0.47235714 -0.054849463 0.12025787 0.10569435 0.45273946 0.088682002 0.38434118 0.053208167 0.033874129 0.1418795 0.089328858 0.17867243 -0.052326109 -0.093118768 -0.28637158 0.3222702 -0.06210767 0.45188048 0.061798191 0.53293584 0.18639191 0.082234498 -0.25769088 -0.035443852 0.21775553
0.26426913 0.3282424 0.063928817 0.451278 0.0037522673 -0.19574198 -0.086639269 0.4206173 0.55696916 -0.1796175 0.16276887 0.26041441 0.36701808 0.23296959 0.061944419 -0.1470316 0.31047509 0.33375388 -0.04097436 0.11958037 0.15345704 0.039694152 0.46486134 0.59496637 0.21721804 0.3227875 -0.095077392 0.24154607 0.024088092 0.15372373 0.45913112 -0.38872756 0.25703947 0.35774833 -0.28338477 0.38483093 0.14330045 0.24405257 0.2800318
0.27273142 0.84030367 0.6750442 0.81133231 -0.049303899 0.31450888 0.27545372 0.59490704 0.60800184 0.33135981 0.31381867 0.65894617 0.65662738 0.076564628 0.22084897 0.37772965 0.091015978 0.13262556 0.53954528 0.081535257 0.13506152 0.12708226 0.83656752 0.89332088 0.8177979 -0.14471318 0.32153154 0.30018708 0.04983303 -0.46976788 0.31971618 0.13431883 0.23650645 -0.118654 0.47356455 0.015973708 0.43453401 -0.24467508 0.0082760444
0.29493279 0.82818705 0.68561155 0.84735952 0.13584637 0.061617172 0.22793204 0.72122698 0.71583772 -0.01229379 -0.010436212 0.091851669 0.10725338 0.079098632 0.16334074 -0.087853036 0.018631384 0.27511505 0.3712884 0.010161797 0.43723957 0.061494108 0.83819895 0.91201301 0.80564712 -0.11282402 0.20254943 0.021355456 0.038250814 0.12495412 0.1463342 0.066618276 0.16773459 0.15977617 0.11457138 0.13913179 0.25115068 0.19375416 0.1529927
0.27456229 0.84209331 0.68824974 0.84750206 0.024440289 -0.033132194 0.22539396 0.193884 0.22288645 0.0386658 0.048686984 0.30749813 0.3273746 0.087652198 0.15288577 0.055918618 0.025307995 0.46509786 0.22604014 0.31527918 0.42745111 0.084819944 0.84346422 0.84441112 0.79465871 -0.19534432 0.27312641 0.6123927 0.26806507 0.16844514 0.35536381 0.15155511 0.61945059 -0.17310821 0.0028111319 0.018276648 -0.20229687 -0.063436542 -0.50893193
0.27873663 0.23247559 -0.088188431 -0.12968823 -0.057229721 0.38285883 -0.028803714 0.5953029 0.74420565 0.51840353 0.65531111 0.48944284 0.65151268 0.0094297286 0.064029647 0.14383652 0.10875706 -0.21009531 0.40561261 0.17050688 -0.12034982 -0.14236223 0.63494704 0.56359937 0.23821752 -0.074170137 0.18243099 0.025191625 0.32086664 0.3758267 0.19810724 0.098606972 0.1715093 0.070616723 0.2988936 -0.033529376 -0.17963998 0.25405349 0.25453901
0.27616038 0.8269997 0.68952176 0.84560995 -0.15720247 0.12730851 0.24970799 0.6801931 0.67336545 0.11378262 0.12691244 0.40746013 0.43214091 0.059309913 -0.019031829 0.13999489 0.049181633 0.48543915 0.16013763 0.010950654 0.1262091 0.073190939 0.84120182 0.9020571 0.81902646 0.018620738 0.096636107 -0.022085376 0.090855678 0.080730846 0.25331434 -0.050497914 0.13401194 0.18522579 0.15260185 0.17725968 0.51929815 0.11446335 0.61182036
0.24683451 0.32691836 0.050507297 0.39085597 0.24702338 0.3855512 -0.18566383 0.70134874 0.76658226 0.55845066 0.67031493 0.61912112 0.66072048 -0.18209847 0.32830239 0.11311552 0.12430811 0.11779852 -0.17756523 0.11225038 -0.16226168 0.070177181 0.51368312 0.75260838 0.3976959 0.23559403 -0.22729627 0.09974227 0.18743171 0.19306827 -0.12264952 0.12437895 0.26252937 0.085841207 0.17689333 0.075812414 -0.18108447 0.47678697 0.32276685
0.24514236 0.20553701 -0.043426441 0.39185572 0.23454499 0.28555636 0.065001431 0.67897893 0.76810764 0.47915515 0.58695174 0.59541563 0.63835008 0.11049525 0.17404145 -0.10459187 0.063874044 0.21240909 0.024691995 -0.06344348 0.11832853 0.13415122 0.23497708 0.63465642 0.50842035 0.20149482 -0.11197895 0.24400171 0.19157364 0.052116542 0.0011142175 0.29515494 0.23860459 -0.0016747062 -0.040636281 0.21630656 0.041147821 0.62466495 0.1734581
